date,value
1999-07-01,958.6382
1999-08-01,969.3807
1999-09-01,975.6399
1999-10-01,979.0983
1999-11-01,1000.2986
1999-12-01,1000.6226
2000-01-01,1003.1482
2000-02-01,1016.2395
2000-03-01,1026.2416
2000-04-01,1035.2058
2000-05-01,1051.7891
2000-06-01,1062.7574
2000-07-01,1068.6389
2000-08-01,1071.8339
2000-09-01,1073.3289
2000-10-01,1078.8326
2000-11-01,1080.5634
2000-12-01,1084.8969
2001-01-01,1093.6156
2001-02-01,1093.8498
2001-03-01,1092.1973
2001-04-01,1089.2749
2001-05-01,1083.9579
2001-06-01,1071.9119
2001-07-01,1063.9525
2001-08-01,1055.8851
2001-09-01,1059.5265
2001-10-01,1045.2523
2001-11-01,1034.2084
2001-12-01,1021.5675
2002-01-01,1011.7855
2002-02-01,1016.4296
2002-03-01,1012.0572
2002-04-01,1000.4692
2002-05-01,990.7703
2002-06-01,983.8954
2002-07-01,976.6186
2002-08-01,972.4442
2002-09-01,966.4242
2002-10-01,963.2808
2002-11-01,960.7924
2002-12-01,957.7599
2003-01-01,950.1322
2003-02-01,941.2618
2003-03-01,937.7421
2003-04-01,935.3311
2003-05-01,923.877
2003-06-01,917.209
2003-07-01,921.4341
2003-08-01,909.5964
2003-09-01,899.9446
2003-10-01,887.2151
2003-11-01,882.0882
2003-12-01,883.655
2004-01-01,876.2356
2004-02-01,874.2774
2004-03-01,869.5143
2004-04-01,864.7337
2004-05-01,862.6995
2004-06-01,869.0455
2004-07-01,878.117
2004-08-01,882.8316
2004-09-01,886.7373
2004-10-01,889.5302
2004-11-01,897.9707
2004-12-01,906.5194
2005-01-01,921.3183
2005-02-01,931.6006
2005-03-01,945.8622
2005-04-01,958.801
2005-05-01,968.6237
2005-06-01,975.0068
2005-07-01,989.703
2005-08-01,995.5061
2005-09-01,1000.7563
2005-10-01,1014.6763
2005-11-01,1023.0361
2005-12-01,1036.3155
2006-01-01,1048.677
2006-02-01,1058.2694
2006-03-01,1068.6019
2006-04-01,1085.217
2006-05-01,1103.3153
2006-06-01,1118.8134
2006-07-01,1130.7415
2006-08-01,1151.7102
2006-09-01,1150.8735
2006-10-01,1161.5392
2006-11-01,1170.5212
2006-12-01,1182.8014
2007-01-01,1192.29
2007-02-01,1204.8529
2007-03-01,1215.6537
2007-04-01,1226.6366
2007-05-01,1244.7308
2007-06-01,1263.9333
2007-07-01,1281.8644
2007-08-01,1306.9108
2007-09-01,1349.608
2007-10-01,1375.0587
2007-11-01,1394.4104
2007-12-01,1418.0137
2008-01-01,1440.7731
2008-02-01,1448.8634
2008-03-01,1470.5797
2008-04-01,1490.1961
2008-05-01,1491.5275
2008-06-01,1498.3048
2008-07-01,1512.2658
2008-08-01,1512.8682
2008-09-01,1530.4048
2008-10-01,1586.9164
2008-11-01,1576.3301
2008-12-01,1559.194
2009-01-01,1544.5985
2009-02-01,1532.4425
2009-03-01,1511.0127
2009-04-01,1491.647
2009-05-01,1469.7132
2009-06-01,1436.3434
2009-07-01,1395.4735
2009-08-01,1362.9194
2009-09-01,1337.3367
2009-10-01,1308.1789
2009-11-01,1290.6774
2009-12-01,1265.5793
2010-01-01,1238.5212
2010-02-01,1223.367
2010-03-01,1209.7429
2010-04-01,1207.5429
2010-05-01,1196.9216
2010-06-01,1190.1483
2010-07-01,1189.0278
2010-08-01,1187.4701
2010-09-01,1185.7277
2010-10-01,1185.2038
2010-11-01,1187.5082
2010-12-01,1192.7014
2011-01-01,1195.9352
2011-02-01,1199.5471
2011-03-01,1206.4413
2011-04-01,1214.9147
2011-05-01,1229.0589
2011-06-01,1233.6241
2011-07-01,1244.3309
2011-08-01,1263.0844
2011-09-01,1269.5994
2011-10-01,1280.3982
2011-11-01,1293.2356
2011-12-01,1304.0391
2012-01-01,1321.3179
2012-02-01,1344.1778
2012-03-01,1350.492
2012-04-01,1368.5956
2012-05-01,1379.0397
2012-06-01,1397.9731
2012-07-01,1413.7811
2012-08-01,1425.6215
2012-09-01,1434.331
2012-10-01,1449.5834
2012-11-01,1457.5771
2012-12-01,1474.5892
2013-01-01,1485.1014
2013-02-01,1491.2673
2013-03-01,1499.186
2013-04-01,1507.451
2013-05-01,1510.4217
2013-06-01,1521.7516
2013-07-01,1531.8942
2013-08-01,1533.0979
2013-09-01,1540.0041
2013-10-01,1549.6383
2013-11-01,1558.8509
2013-12-01,1574.33
2014-01-01,1586.7954
2014-02-01,1619.7096
2014-03-01,1633.3176
2014-04-01,1651.1911
2014-05-01,1663.6926
2014-06-01,1676.8043
2014-07-01,1694.9147
2014-08-01,1711.7561
2014-09-01,1725.7351
2014-10-01,1730.8096
2014-11-01,1751.6656
2014-12-01,1773.178
2015-01-01,1791.5773
2015-02-01,1807.9304
2015-03-01,1833.4502
2015-04-01,1847.9368
2015-05-01,1863.5293
2015-06-01,1880.1555
2015-07-01,1889.5042
2015-08-01,1903.4103
2015-09-01,1915.348
2015-10-01,1930.1677
2015-11-01,1946.3666
2015-12-01,1952.8521
2016-01-01,1963.8478
2016-02-01,1987.1478
2016-03-01,2017.6235
2016-04-01,2033.446
2016-05-01,2048.1212
2016-06-01,2050.7824
2016-07-01,2057.7702
2016-08-01,2051.3597
2016-09-01,2070.3166
2016-10-01,2086.261
2016-11-01,2089.4401
2016-12-01,2083.6422
2017-01-01,2082.1871
2017-02-01,2082.5725
2017-03-01,2064.8393
2017-04-01,2067.5158
2017-05-01,2071.7385
2017-06-01,2072.9162
2017-07-01,2076.081
2017-08-01,2084.0958
2017-09-01,2102.9052
2017-10-01,2112.9422
2017-11-01,2106.2299
2017-12-01,2105.3574
2018-01-01,2109.5759
2018-02-01,2112.0245
2018-03-01,2123.2264
2018-04-01,2167.1125
2018-05-01,2173.6766
2018-06-01,2191.1233
2018-07-01,2204.0928
2018-08-01,2209.5556
2018-09-01,2225.8849
2018-10-01,2250.5491
2018-11-01,2274.048
2018-12-01,2303.6527
2019-01-01,2325.3631
2019-02-01,2332.0383
2019-03-01,2337.5318
2019-04-01,2329.449
2019-05-01,2334.1018
2019-06-01,2338.7658
2019-07-01,2345.4666
2019-08-01,2363.8488
2019-09-01,2370.4403
2019-10-01,2370.4462
2019-11-01,2368.866
2019-12-01,2357.6035
2020-01-01,2353.8701
2020-02-01,2350.6023
2020-03-01,2564.3082
2020-04-01,2920.8995
2020-05-01,3035.7977
2020-06-01,2925.2981
2020-07-01,2856.1301
2020-08-01,2815.0439
2020-09-01,2759.992
2020-10-01,2698.3277
2020-11-01,2637.2822
2020-12-01,2590.6251
2021-01-01,2561.387
2021-02-01,2586.5954
2021-03-01,2586.7795
2021-04-01,2556.3543
2021-05-01,2545.6238
2021-06-01,2478.0379
2021-07-01,2450.3579
2021-08-01,2428.3734
2021-09-01,2416.6678
2021-10-01,2420.7405
2021-11-01,2434.992
2021-12-01,2473.1762
2022-01-01,2486.9777
2022-02-01,2499.0141
2022-03-01,2538.9137
2022-04-01,2565.6296
2022-05-01,2610.2452
2022-06-01,2667.8801
2022-07-01,2699.2413
2022-08-01,2724.0968
2022-09-01,2747.7509
2022-10-01,2771.3899
2022-11-01,2789.4296
2022-12-01,2798.0126
2023-01-01,2811.8455
2023-02-01,2806.7126
2023-03-01,2797.7693
2023-04-01,2771.1747
2023-05-01,2766.5382
2023-06-01,2756.0047
2023-07-01,2754.9441
2023-08-01,2757.8898
2023-09-01,2760.7657
2023-10-01,2771.2849
2023-11-01,2762.7932
2023-12-01,2760.5765
2024-01-01,2758.8422
2024-02-01,2766.1043
2024-03-01,2751.3685
2024-04-01,2749.3007
2024-05-01,2758.6487
2024-06-01,2765.494
2024-07-01,2760.4084
2024-08-01,2766.513
2024-09-01,2777.8983
